episode,return,steps,epsilon,mean_td_error
0,-2625.19999999998,1659,1.0,0.5447355861915016
1,-643.0000000000008,415,0.9999366666666667,0.8332029443340274
2,-600.1000000000004,385,0.9998733333333333,1.4562218705019114
3,-3069.5999999999412,1960,0.99981,0.37674933889578555
4,-984.400000000007,616,0.9997466666666667,0.6689531198833957
5,-764.2000000000046,507,0.9996833333333334,0.692775490555799
6,-278.0999999999994,176,0.99962,1.8348529153128603
7,-497.2999999999981,326,0.9995566666666666,0.8072986485061565
8,-2798.0999999999717,1782,0.9994933333333333,0.5068196683964424
9,-126.10000000000011,93,0.99943,1.5901213234798417
10,-1319.8000000000156,885,0.9993666666666666,0.6127768814831382
11,-2080.9000000000256,1352,0.9993033333333333,0.4896361284882442
12,-16.899999999999995,19,0.99924,7.764476642679466
13,-319.3999999999992,196,0.9991766666666667,1.984909043091082
14,-3107.199999999948,1960,0.9991133333333333,0.3694424331031752
15,-3054.4999999999563,1960,0.99905,0.41528052227259893
16,-3091.6999999999475,1960,0.9989866666666667,0.33694436651045756
17,-3103.099999999943,1960,0.9989233333333334,0.32144803261991717
18,-87.70000000000007,63,0.99886,2.5713237581920305
19,-1134.3000000000102,728,0.9987966666666667,0.717712641102333
20,-61.60000000000004,46,0.9987333333333334,7.4189627680462875
21,-5.300000000000001,8,0.99867,16.734596051957936
22,-227.4999999999996,159,0.9986066666666666,2.891206225920227
23,-222.9999999999996,161,0.9985433333333333,1.7712039096600847
24,-1858.4000000000233,1169,0.99848,0.4205828140935968
25,-256.2999999999995,176,0.9984166666666666,2.331443331981889
26,-1748.3000000000206,1103,0.9983533333333333,0.5411599154991694
27,-1613.0000000000207,1031,0.99829,0.6965982010608333
28,-535.7999999999994,358,0.9982266666666667,1.156134425552807
29,-564.6999999999997,369,0.9981633333333333,1.5369944448085904
30,-1697.8000000000218,1081,0.9981,1.4086104931177104
31,-1758.9000000000208,1077,0.9980366666666667,1.0959767493392236
32,-363.3999999999988,241,0.9979733333333334,5.694309279029892
33,-986.7000000000088,671,0.99791,1.632927569229253
34,-2434.6000000000004,1563,0.9978466666666667,0.8342198833532563
35,-3070.099999999952,1960,0.9977833333333334,0.32882528114157206
36,-2464.199999999996,1597,0.99772,0.881553962503657
37,-3122.399999999953,1960,0.9976566666666666,0.36919780691656023
38,-1483.6000000000154,921,0.9975933333333333,0.5539845628817509
39,-99.70000000000007,70,0.99753,4.7395821149231665
